Transaction_ID,Date,Store_Location,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount,Revenue,Inventory_Level,Supplier,Customer_Segment,Sales_to_Stock_Ratio
TXN00368,2025-02-01,Mombasa,home,Air Fryer,29.0,2593.29,5.0,93430.84,944.0,Unknown,retail,0.030687830687830688
TXN00369,2025-08-29,Nairobi,electronics,Bluetooth wireless earbuds,27.0,551.2,10.0,54782.95,478.0,ABC Ltd,retail,0.05636743215031315
TXN00370,2024-07-04,Nairobi,electronics,Bluetooth wireless earbuds,42.0,2593.29,10.0,50965.44,832.0,ABC Ltd,retail,0.05042016806722689
TXN00371,2024-08-24,Eldoret,fashion,Graphic T-shirt,27.0,1707.47,10.0,50965.44,713.0,ABC Ltd,wholesale,0.037815126050420166
TXN00372,2024-08-06,Kisumu,electronics,Bluetooth wireless earbuds,10.0,2593.29,20.0,14719.96,161.0,ABC Ltd,retail,0.06172839506172839
TXN00373,2024-02-04,Nairobi,home,Air Fryer,30.0,2593.29,0.0,73899.0,478.0,Unknown,wholesale,0.06263048016701461
TXN00374,2025-02-05,Nakuru,electronics,Bluetooth wireless earbuds,27.0,2960.32,20.0,84449.4,933.0,ABC Ltd,retail,0.028907922912205567
Unknown,2024-11-12,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,988.0,XYZ Traders,retail,0.027300303336703743
TXN00376,2024-11-12,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,60367.31,163.0,Unknown,wholesale,0.16463414634146342
TXN00377,2025-01-25,Kisumu,grocery,Fresh Bananas,27.0,2593.29,10.0,40467.36,478.0,Unknown,vip,0.05636743215031315
TXN00378,2025-11-13,Eldoret,grocery,Fresh Bananas,13.0,3362.44,20.0,9188.78,478.0,XYZ Traders,retail,0.027139874739039668
TXN00379,2025-07-17,Mombasa,fashion,Graphic T-shirt,27.0,3643.8,20.0,52711.99,478.0,XYZ Traders,retail,0.05636743215031315
TXN00380,2024-02-20,Kisumu,grocery,Fresh Bananas,27.0,4821.18,10.0,50965.44,672.0,XYZ Traders,retail,0.04011887072808321
TXN00381,2024-12-16,Mombasa,grocery,Fresh Bananas,17.0,2593.29,0.0,50965.44,867.0,Prime Supply,wholesale,0.019585253456221197
TXN00382,2025-04-26,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,99245.79,478.0,Unknown,wholesale,0.05636743215031315
TXN00383,2024-06-19,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,10.0,12510.82,478.0,Unknown,retail,0.05636743215031315
TXN00384,2024-08-28,Nakuru,grocery,Fresh Bananas,27.0,2710.22,0.0,85581.39,478.0,Unknown,retail,0.05636743215031315
Unknown,2024-02-29,Kisumu,fashion,Graphic T-shirt,27.0,2593.29,0.0,1909.61,362.0,ABC Ltd,retail,0.0743801652892562
TXN00386,2024-06-21,Mombasa,grocery,Fresh Bananas,27.0,3373.29,10.0,50965.44,785.0,Prime Supply,wholesale,0.03435114503816794
TXN00387,2025-10-31,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,34170.42,765.0,ABC Ltd,wholesale,0.03524804177545692
TXN00388,2024-12-07,Nakuru,fashion,Graphic T-shirt,27.0,4864.79,0.0,95493.17,464.0,Prime Supply,retail,0.05806451612903226
TXN00389,2025-11-15,Eldoret,fashion,Graphic T-shirt,24.0,2593.29,15.0,64255.48,472.0,Unknown,retail,0.0507399577167019
TXN00390,2025-06-02,Mombasa,fashion,Graphic T-shirt,33.0,2593.29,10.0,50965.44,478.0,Prime Supply,retail,0.06889352818371608
Unknown,2025-04-17,Kisumu,fashion,Graphic T-shirt,27.0,2593.29,20.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00392,2024-04-01,Nairobi,grocery,Fresh Bananas,27.0,2593.29,10.0,18737.57,478.0,XYZ Traders,wholesale,0.05636743215031315
TXN00393,2024-09-09,Mombasa,fashion,Graphic T-shirt,4.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.008350730688935281
TXN00394,2024-04-27,Nairobi,home,Air Fryer,11.0,4474.22,10.0,49216.420000000006,478.0,Unknown,retail,0.022964509394572025
TXN00395,2024-09-20,Kisumu,fashion,Graphic T-shirt,28.0,2964.57,5.0,93662.95,478.0,Unknown,wholesale,0.05845511482254697
TXN00396,2024-09-12,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00397,2024-04-19,Mombasa,grocery,Fresh Bananas,27.0,2593.29,5.0,45912.17,478.0,Unknown,vip,0.05636743215031315
Unknown,2025-08-03,Mombasa,home,Air Fryer,20.0,150.55,0.0,64326.53,747.0,Unknown,wholesale,0.026737967914438502
TXN00399,2025-03-26,Kisumu,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,50965.44,871.0,XYZ Traders,retail,0.03096330275229358
Unknown,2025-05-01,Nairobi,grocery,Fresh Bananas,48.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.10020876826722339
TXN00401,2025-01-14,Kisumu,home,Air Fryer,39.0,313.29,15.0,72703.74,478.0,XYZ Traders,vip,0.081419624217119
TXN00402,2025-12-17,Mombasa,electronics,Bluetooth wireless earbuds,42.0,2593.29,10.0,45262.25,478.0,Unknown,vip,0.08768267223382047
Unknown,2024-11-05,Eldoret,fashion,Graphic T-shirt,38.0,2593.29,10.0,70261.86,211.0,Unknown,wholesale,0.1792452830188679
TXN00404,2025-11-19,Kisumu,home,Air Fryer,42.0,2593.29,10.0,50965.44,478.0,Prime Supply,retail,0.08768267223382047
TXN00405,2025-12-29,Kisumu,fashion,Graphic T-shirt,39.0,3147.87,15.0,122766.93,478.0,ABC Ltd,retail,0.081419624217119
TXN00406,2024-07-06,Mombasa,home,Air Fryer,28.0,1157.23,5.0,32402.440000000002,478.0,XYZ Traders,retail,0.05845511482254697
Unknown,2025-01-27,Nairobi,home,Air Fryer,27.0,2593.29,0.0,68538.52,116.0,Prime Supply,wholesale,0.23076923076923078
TXN00408,2025-01-22,Nakuru,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00409,2025-10-30,Mombasa,home,Air Fryer,20.0,2249.12,10.0,44982.399999999994,478.0,Unknown,retail,0.04175365344467641
TXN00410,2025-04-22,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,761.0,ABC Ltd,vip,0.03543307086614173
TXN00411,2025-10-07,Kisumu,electronics,Bluetooth wireless earbuds,9.0,2593.29,15.0,20184.02,96.0,ABC Ltd,wholesale,0.09278350515463918
Unknown,2025-03-08,Nairobi,home,Air Fryer,25.0,2593.29,5.0,3060.29,478.0,Unknown,wholesale,0.05219206680584551
Unknown,2024-04-15,Nairobi,grocery,Fresh Bananas,27.0,2593.29,5.0,22245.87,478.0,Unknown,wholesale,0.05636743215031315
Unknown,2024-01-16,Mombasa,grocery,Fresh Bananas,20.0,2593.29,20.0,50965.44,478.0,Prime Supply,retail,0.04175365344467641
Unknown,2024-07-11,Nakuru,electronics,Bluetooth wireless earbuds,14.0,2593.29,10.0,50965.44,478.0,Unknown,vip,0.029227557411273485
Unknown,2024-11-09,Kisumu,home,Air Fryer,27.0,1179.98,10.0,55488.22,478.0,XYZ Traders,vip,0.05636743215031315
TXN00417,2025-11-15,Mombasa,fashion,Graphic T-shirt,49.0,2593.29,0.0,93663.7,993.0,XYZ Traders,wholesale,0.04929577464788732
Unknown,2025-05-07,Kisumu,electronics,Bluetooth wireless earbuds,35.0,2593.29,15.0,50965.44,478.0,ABC Ltd,wholesale,0.07306889352818371
TXN00419,2025-06-10,Eldoret,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00420,2025-08-12,Nakuru,electronics,Bluetooth wireless earbuds,27.0,2593.29,5.0,50965.44,360.0,XYZ Traders,retail,0.07479224376731301
Unknown,2025-06-23,Kisumu,home,Air Fryer,27.0,998.4,0.0,14540.22,478.0,Prime Supply,vip,0.05636743215031315
TXN00422,2024-05-07,Mombasa,grocery,Fresh Bananas,50.0,2593.29,10.0,15042.75,478.0,Unknown,wholesale,0.10438413361169102
Unknown,2024-03-28,Nakuru,grocery,Fresh Bananas,27.0,3056.19,20.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00424,2025-07-21,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,15.0,50965.44,610.0,ABC Ltd,wholesale,0.044189852700491
TXN00425,2024-08-22,Nakuru,fashion,Graphic T-shirt,29.0,2593.29,5.0,84175.47,478.0,Unknown,wholesale,0.060542797494780795
Unknown,2024-05-25,Mombasa,grocery,Fresh Bananas,8.0,2593.29,15.0,25003.53,478.0,Unknown,retail,0.016701461377870562
TXN00427,2024-10-15,Mombasa,home,Air Fryer,38.0,642.53,10.0,49110.7,478.0,Unknown,retail,0.07933194154488518
TXN00428,2025-02-11,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,229.0,Unknown,retail,0.11739130434782609
TXN00429,2025-08-22,Kisumu,fashion,Graphic T-shirt,27.0,2593.29,0.0,50965.44,660.0,Unknown,retail,0.04084720121028744
Unknown,2024-04-24,Eldoret,electronics,Bluetooth wireless earbuds,27.0,4037.48,10.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
TXN00431,2024-10-02,Kisumu,fashion,Graphic T-shirt,34.0,2901.19,15.0,88928.76,478.0,XYZ Traders,retail,0.0709812108559499
TXN00432,2024-09-11,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,84466.03,478.0,XYZ Traders,retail,0.05636743215031315
TXN00433,2025-08-22,Kisumu,grocery,Fresh Bananas,27.0,1919.49,15.0,14244.99,478.0,ABC Ltd,vip,0.05636743215031315
TXN00434,2025-03-10,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,10.0,20444.41,761.0,Unknown,wholesale,0.03543307086614173
TXN00435,2025-11-15,Nakuru,fashion,Graphic T-shirt,36.0,2593.29,0.0,55542.15,281.0,Prime Supply,vip,0.1276595744680851
Unknown,2025-05-26,Eldoret,fashion,Graphic T-shirt,38.0,2593.29,15.0,50965.44,606.0,XYZ Traders,retail,0.06260296540362438
Unknown,2024-05-20,Nairobi,home,Air Fryer,1.0,2593.29,20.0,50965.44,894.0,Unknown,retail,0.0011173184357541898
Unknown,2024-06-08,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,94915.4,478.0,XYZ Traders,retail,0.05636743215031315
TXN00439,2025-07-24,Mombasa,home,Air Fryer,27.0,2593.29,15.0,99245.63,655.0,Unknown,retail,0.041158536585365856
TXN00440,2024-04-02,Eldoret,grocery,Fresh Bananas,24.0,2593.29,5.0,28885.18,207.0,Unknown,wholesale,0.11538461538461539
Unknown,2024-11-09,Mombasa,electronics,Bluetooth wireless earbuds,24.0,2593.29,10.0,50965.44,594.0,Unknown,retail,0.040336134453781515
Unknown,2024-09-28,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2593.29,5.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00443,2024-12-14,Kisumu,grocery,Fresh Bananas,27.0,1240.5,10.0,50965.44,718.0,Unknown,vip,0.037552155771905425
Unknown,2024-02-20,Mombasa,grocery,Fresh Bananas,1.0,2593.29,10.0,50965.44,22.0,Unknown,wholesale,0.043478260869565216
Unknown,2024-09-29,Mombasa,fashion,Graphic T-shirt,27.0,3546.07,15.0,91532.1,478.0,ABC Ltd,wholesale,0.05636743215031315
TXN00446,2024-12-26,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,5.0,50965.44,463.0,ABC Ltd,wholesale,0.05818965517241379
TXN00447,2025-07-24,Kisumu,electronics,Bluetooth wireless earbuds,27.0,4514.73,5.0,66790.79,478.0,Unknown,wholesale,0.05636743215031315
Unknown,2025-10-06,Mombasa,grocery,Fresh Bananas,40.0,2593.29,15.0,50965.44,478.0,Prime Supply,retail,0.08350730688935282
Unknown,2024-03-12,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,20.0,50965.44,241.0,Prime Supply,retail,0.1115702479338843
Unknown,2025-12-13,Kisumu,electronics,Bluetooth wireless earbuds,4.0,1229.05,10.0,38597.82,179.0,XYZ Traders,vip,0.022222222222222223
TXN00451,2025-08-25,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,20.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00452,2024-04-23,Nairobi,electronics,Bluetooth wireless earbuds,27.0,658.99,10.0,50965.44,474.0,XYZ Traders,wholesale,0.056842105263157895
Unknown,2024-11-28,Nairobi,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
TXN00454,2024-07-22,Nairobi,grocery,Fresh Bananas,27.0,4912.54,10.0,13096.42,478.0,Unknown,wholesale,0.05636743215031315
Unknown,2025-03-08,Kisumu,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,950.0,XYZ Traders,retail,0.028391167192429023
TXN00456,2025-02-24,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00457,2024-07-04,Mombasa,home,Air Fryer,1.0,3569.39,15.0,3569.39,188.0,ABC Ltd,wholesale,0.005291005291005291
TXN00458,2024-01-26,Kisumu,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
Unknown,2024-10-22,Nairobi,fashion,Graphic T-shirt,27.0,3894.52,10.0,71411.7,271.0,Unknown,wholesale,0.09926470588235294
TXN00460,2024-05-28,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,5.0,43574.82,829.0,XYZ Traders,wholesale,0.03253012048192771
TXN00461,2024-05-03,Kisumu,grocery,Fresh Bananas,2.0,2593.29,5.0,50965.44,696.0,Unknown,retail,0.0028694404591104736
Unknown,2025-02-28,Kisumu,electronics,Bluetooth wireless earbuds,1.0,2593.29,0.0,24837.95,478.0,Prime Supply,retail,0.0020876826722338203
TXN00463,2024-08-18,Nairobi,electronics,Bluetooth wireless earbuds,39.0,2593.29,15.0,50965.44,478.0,Unknown,retail,0.081419624217119
TXN00464,2025-03-12,Eldoret,grocery,Fresh Bananas,27.0,2593.29,5.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00465,2024-10-13,Nakuru,electronics,Bluetooth wireless earbuds,11.0,2593.29,15.0,50965.44,478.0,Unknown,vip,0.022964509394572025
TXN00466,2024-06-13,Kisumu,home,Air Fryer,27.0,235.03,10.0,29822.36,756.0,XYZ Traders,retail,0.035667107001321
TXN00467,2025-07-18,Kisumu,electronics,Bluetooth wireless earbuds,27.0,3382.22,5.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
TXN00468,2024-08-23,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,5447.16,478.0,Unknown,retail,0.05636743215031315
TXN00469,2025-03-06,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,50965.44,188.0,ABC Ltd,vip,0.14285714285714285
TXN00470,2024-04-07,Nakuru,grocery,Fresh Bananas,41.0,3353.54,15.0,36280.08,478.0,Unknown,retail,0.08559498956158663
TXN00471,2024-12-17,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,15.0,50965.44,249.0,Unknown,retail,0.108
TXN00472,2025-12-08,Nairobi,electronics,Bluetooth wireless earbuds,17.0,730.51,5.0,12418.67,478.0,Unknown,wholesale,0.03549060542797495
TXN00473,2024-05-17,Nakuru,electronics,Bluetooth wireless earbuds,12.0,2593.29,10.0,50965.44,350.0,ABC Ltd,wholesale,0.03418803418803419
TXN00474,2024-12-11,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,5.0,50965.44,263.0,Prime Supply,retail,0.10227272727272728
TXN00475,2025-06-24,Nakuru,fashion,Graphic T-shirt,2.0,4329.43,10.0,3677.95,478.0,ABC Ltd,vip,0.0041753653444676405
TXN00476,2024-12-19,Nairobi,grocery,Fresh Bananas,42.0,2593.29,20.0,30591.81,478.0,XYZ Traders,vip,0.08768267223382047
TXN00477,2025-09-30,Eldoret,grocery,Fresh Bananas,6.0,2593.29,10.0,22807.87,151.0,Unknown,retail,0.039473684210526314
TXN00478,2025-08-22,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,0.0,50965.44,478.0,ABC Ltd,retail,0.05636743215031315
Unknown,2025-06-28,Mombasa,home,Air Fryer,27.0,2232.7,10.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00480,2025-10-17,Nairobi,home,Air Fryer,27.0,3248.48,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
Unknown,2024-11-23,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,10.0,42253.95,435.0,Unknown,retail,0.06192660550458716
TXN00482,2025-03-18,Nairobi,grocery,Fresh Bananas,11.0,2593.29,0.0,50965.44,478.0,Prime Supply,wholesale,0.022964509394572025
Unknown,2025-03-04,Eldoret,grocery,Fresh Bananas,11.0,2593.29,10.0,50965.44,560.0,Unknown,vip,0.0196078431372549
TXN00484,2024-02-10,Nakuru,grocery,Fresh Bananas,48.0,2593.29,5.0,80700.17,153.0,Unknown,wholesale,0.3116883116883117
TXN00485,2024-05-15,Nairobi,home,Air Fryer,27.0,2473.16,10.0,13084.99,478.0,ABC Ltd,retail,0.05636743215031315
Unknown,2025-04-11,Nakuru,home,Air Fryer,27.0,2593.29,5.0,12486.67,584.0,Prime Supply,retail,0.046153846153846156
Unknown,2025-02-05,Nairobi,home,Air Fryer,27.0,2593.29,15.0,50965.44,478.0,Unknown,wholesale,0.05636743215031315
TXN00488,2024-06-20,Kisumu,home,Air Fryer,32.0,401.62,10.0,12851.84,478.0,ABC Ltd,wholesale,0.06680584551148225
Unknown,2025-07-31,Kisumu,fashion,Graphic T-shirt,28.0,2735.92,10.0,28947.37,331.0,Unknown,retail,0.08433734939759036
TXN00490,2025-12-19,Nairobi,home,Air Fryer,36.0,2593.29,0.0,50965.44,478.0,ABC Ltd,vip,0.07515657620041753
TXN00491,2024-12-30,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,0.0,98888.83,125.0,Prime Supply,retail,0.21428571428571427
Unknown,2025-11-15,Mombasa,home,Air Fryer,10.0,2593.29,10.0,94567.42,478.0,Unknown,retail,0.020876826722338204
TXN00493,2024-03-22,Kisumu,home,Air Fryer,25.0,2593.29,10.0,8254.65,969.0,XYZ Traders,retail,0.02577319587628866
TXN00494,2025-08-30,Eldoret,electronics,Bluetooth wireless earbuds,24.0,3494.21,5.0,83861.04000000001,478.0,Unknown,retail,0.05010438413361169
TXN00495,2025-07-24,Eldoret,electronics,Bluetooth wireless earbuds,20.0,2593.29,10.0,15326.67,597.0,ABC Ltd,retail,0.033444816053511704
TXN00496,2025-09-30,Kisumu,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,542.0,Prime Supply,vip,0.049723756906077346
TXN00497,2024-04-12,Kisumu,fashion,Graphic T-shirt,36.0,2593.29,10.0,78951.27,133.0,ABC Ltd,retail,0.26865671641791045
Unknown,2024-02-27,Eldoret,fashion,Graphic T-shirt,32.0,2593.29,0.0,71153.85,478.0,Prime Supply,retail,0.06680584551148225
TXN00499,2024-05-26,Mombasa,grocery,Fresh Bananas,16.0,138.13,10.0,48470.18,372.0,Unknown,vip,0.04289544235924933
TXN00500,2024-01-30,Kisumu,grocery,Fresh Bananas,27.0,2593.29,5.0,50965.44,478.0,ABC Ltd,vip,0.05636743215031315
TXN00501,2025-10-26,Kisumu,fashion,Graphic T-shirt,50.0,2593.29,0.0,14767.16,478.0,Prime Supply,retail,0.10438413361169102
TXN00502,2024-09-23,Nairobi,electronics,Bluetooth wireless earbuds,47.0,4074.99,15.0,191524.53,112.0,XYZ Traders,wholesale,0.415929203539823
TXN00503,2024-07-31,Kisumu,fashion,Graphic T-shirt,44.0,972.94,5.0,42809.36,478.0,XYZ Traders,retail,0.0918580375782881
TXN00504,2025-02-01,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,20.0,21856.81,596.0,ABC Ltd,retail,0.04522613065326633
Unknown,2025-08-17,Nakuru,grocery,Fresh Bananas,27.0,1584.86,10.0,89993.63,291.0,Unknown,vip,0.09246575342465753
TXN00506,2025-06-20,Kisumu,fashion,Graphic T-shirt,18.0,3243.58,10.0,23267.96,478.0,Unknown,retail,0.037578288100208766
Unknown,2025-12-21,Nakuru,fashion,Graphic T-shirt,34.0,2593.29,10.0,50965.44,478.0,Unknown,vip,0.0709812108559499
TXN00508,2024-02-11,Mombasa,fashion,Graphic T-shirt,9.0,554.77,20.0,4992.93,478.0,XYZ Traders,wholesale,0.018789144050104383
TXN00509,2024-01-09,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,734.0,Prime Supply,retail,0.036734693877551024
Unknown,2024-11-28,Nakuru,electronics,Bluetooth wireless earbuds,18.0,3027.18,10.0,50354.49,478.0,ABC Ltd,wholesale,0.037578288100208766
Unknown,2025-08-14,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,20.0,10895.09,478.0,Unknown,wholesale,0.05636743215031315
Unknown,2024-05-27,Eldoret,home,Air Fryer,27.0,2593.29,10.0,85451.62,478.0,Unknown,retail,0.05636743215031315
TXN00513,2025-03-23,Mombasa,electronics,Bluetooth wireless earbuds,27.0,2593.29,20.0,50965.44,478.0,Unknown,retail,0.05636743215031315
Unknown,2024-07-24,Nakuru,grocery,Fresh Bananas,40.0,2593.29,5.0,1207.04,478.0,ABC Ltd,retail,0.08350730688935282
TXN00515,2025-10-22,Nairobi,fashion,Graphic T-shirt,27.0,2593.29,10.0,9004.3,478.0,Unknown,vip,0.05636743215031315
TXN00516,2024-11-21,Mombasa,fashion,Graphic T-shirt,3.0,2237.84,10.0,6713.52,987.0,Prime Supply,retail,0.003036437246963563
TXN00517,2024-03-13,Nairobi,grocery,Fresh Bananas,9.0,2593.29,10.0,50965.44,478.0,Prime Supply,wholesale,0.018789144050104383
TXN00518,2024-06-05,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,457.0,XYZ Traders,vip,0.05895196506550218
Unknown,2025-01-21,Nakuru,fashion,Graphic T-shirt,32.0,2593.29,10.0,50965.44,351.0,ABC Ltd,retail,0.09090909090909091
Unknown,2024-12-10,Nairobi,home,Air Fryer,27.0,2593.29,20.0,49230.95,478.0,XYZ Traders,vip,0.05636743215031315
TXN00521,2024-01-24,Kisumu,fashion,Graphic T-shirt,27.0,2936.85,5.0,61675.21,478.0,ABC Ltd,wholesale,0.05636743215031315
Unknown,2025-07-03,Mombasa,fashion,Graphic T-shirt,27.0,2593.29,10.0,50965.44,478.0,Unknown,retail,0.05636743215031315
TXN00523,2025-12-09,Nairobi,electronics,Bluetooth wireless earbuds,38.0,4232.41,0.0,160831.58,478.0,Prime Supply,wholesale,0.07933194154488518
Unknown,2025-02-07,Nairobi,electronics,Bluetooth wireless earbuds,11.0,2593.29,10.0,50965.44,331.0,Prime Supply,retail,0.03313253012048193
TXN00525,2025-11-06,Eldoret,grocery,Fresh Bananas,13.0,2593.29,20.0,50965.44,478.0,Unknown,vip,0.027139874739039668
TXN00526,2024-02-16,Nakuru,electronics,Bluetooth wireless earbuds,27.0,3200.43,10.0,50965.44,617.0,XYZ Traders,retail,0.043689320388349516
TXN00527,2025-08-26,Kisumu,grocery,Fresh Bananas,27.0,2593.29,15.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
TXN00528,2024-03-28,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,15.0,50965.44,478.0,XYZ Traders,retail,0.05636743215031315
TXN00529,2024-12-19,Nakuru,grocery,Fresh Bananas,13.0,675.73,10.0,8784.49,437.0,Prime Supply,wholesale,0.02968036529680365
Unknown,2024-06-07,Nairobi,fashion,Graphic T-shirt,27.0,1690.4,15.0,50965.44,478.0,ABC Ltd,wholesale,0.05636743215031315
Unknown,2025-09-06,Eldoret,home,Air Fryer,35.0,63.32,15.0,62407.4,363.0,ABC Ltd,wholesale,0.09615384615384616
TXN00532,2024-02-01,Mombasa,home,Air Fryer,27.0,2593.29,20.0,50965.44,71.0,ABC Ltd,vip,0.375
TXN00533,2025-06-28,Nairobi,home,Air Fryer,27.0,3334.91,0.0,17585.17,89.0,Unknown,wholesale,0.3
TXN00534,2025-01-11,Kisumu,electronics,Bluetooth wireless earbuds,27.0,3724.93,5.0,50965.44,341.0,Prime Supply,wholesale,0.07894736842105263
TXN00535,2024-10-29,Eldoret,fashion,Graphic T-shirt,27.0,2593.29,5.0,50965.44,342.0,Unknown,retail,0.07871720116618076
TXN00536,2024-05-30,Nairobi,grocery,Fresh Bananas,27.0,2593.29,15.0,32303.04,478.0,Unknown,retail,0.05636743215031315
TXN00537,2024-03-05,Eldoret,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
TXN00538,2025-01-28,Nakuru,fashion,Graphic T-shirt,2.0,499.08,20.0,998.16,774.0,XYZ Traders,retail,0.0025806451612903226
TXN00539,2025-03-12,Mombasa,grocery,Fresh Bananas,23.0,2593.29,10.0,50965.44,685.0,Prime Supply,retail,0.033527696793002916
TXN00540,2024-07-12,Eldoret,grocery,Fresh Bananas,27.0,3565.92,10.0,75118.46,305.0,XYZ Traders,retail,0.08823529411764706
Unknown,2025-10-30,Kisumu,electronics,Bluetooth wireless earbuds,27.0,3534.78,15.0,50965.44,325.0,Unknown,retail,0.08282208588957055
TXN00542,2025-04-01,Mombasa,grocery,Fresh Bananas,27.0,2593.29,10.0,50965.44,215.0,Unknown,wholesale,0.125
Unknown,2025-12-15,Nakuru,fashion,Graphic T-shirt,27.0,2593.29,10.0,18573.44,69.0,Prime Supply,vip,0.38571428571428573
TXN00544,2024-04-09,Kisumu,fashion,Graphic T-shirt,9.0,2593.29,5.0,50965.44,47.0,Prime Supply,retail,0.1875
TXN00545,2025-11-28,Nakuru,electronics,Bluetooth wireless earbuds,36.0,2593.29,10.0,39944.13,478.0,Unknown,wholesale,0.07515657620041753
TXN00546,2024-10-05,Kisumu,grocery,Fresh Bananas,36.0,1745.65,15.0,96113.08,665.0,Unknown,retail,0.05405405405405406
TXN00547,2025-05-17,Kisumu,electronics,Bluetooth wireless earbuds,27.0,2593.29,0.0,50965.44,478.0,Prime Supply,retail,0.05636743215031315
TXN00548,2024-09-13,Mombasa,fashion,Graphic T-shirt,1.0,2593.29,5.0,50965.44,424.0,Unknown,vip,0.002352941176470588
TXN00549,2025-12-07,Nairobi,fashion,Graphic T-shirt,12.0,2016.19,10.0,24194.28,478.0,XYZ Traders,wholesale,0.025052192066805846
TXN00550,2024-03-02,Mombasa,grocery,Fresh Bananas,27.0,2593.29,5.0,48879.73,783.0,Unknown,vip,0.03443877551020408
TXN00551,2024-04-08,Nairobi,fashion,Graphic T-shirt,27.0,4673.66,0.0,50965.44,360.0,Unknown,retail,0.07479224376731301
TXN00552,2024-09-25,Eldoret,home,Air Fryer,27.0,2593.29,0.0,18422.76,478.0,Unknown,vip,0.05636743215031315
Unknown,2025-10-06,Nairobi,electronics,Bluetooth wireless earbuds,27.0,2410.43,10.0,50965.44,443.0,Prime Supply,wholesale,0.060810810810810814
Unknown,2024-12-12,Eldoret,home,Air Fryer,18.0,2593.29,15.0,77619.28,478.0,Unknown,wholesale,0.037578288100208766
Unknown,2025-04-22,Mombasa,electronics,Bluetooth wireless earbuds,25.0,2593.29,10.0,15486.32,478.0,Unknown,vip,0.05219206680584551
TXN00556,2025-12-22,Kisumu,electronics,Bluetooth wireless earbuds,23.0,2593.29,20.0,50965.44,59.0,Unknown,retail,0.38333333333333336
