Transaction_ID,Date,Store_Location,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount,Revenue,Inventory_Level,Supplier,Customer_Segment
,2024-11-19,Kisumu,Grocery,Grow,,,5,,211,,VIP
TXN00308,2024-10-08,Nakuru,Fashion,Early,4,,15,49601.75,985,Prime Supply,Wholesale
TXN00309,2025-05-20,Eldoret,Fashion,Music,26,,15,,,ABC Ltd,retail
,2025-04-22,Nairobi,fashion,Yet,,2280.25,0,17506.66,,Prime Supply,Wholesale
,2025-10-12,Eldoret,Electronics,Half,21,,10,,,Prime Supply,retail
TXN00312,2025-11-05,Eldoret,Electronics,Read,,,0,51196.61,263,Prime Supply,Retail
,2025-01-03,Eldoret,fashion,Follow,,3989.11,15,80438.42,,XYZ Traders,Retail
TXN00314,2025-05-12,Kisumu,fashion,Receive,,839.72,N/A,,868,,Wholesale
,2024-04-02,Mombasa,Grocery,Structure,,2805.08,10,,404,,Retail
,2025-07-30,Eldoret,Home,Talk,,,20,,,Prime Supply,retail
,2025-06-18,Mombasa,electronics,Structure,,,15,49738.29,471,,VIP
TXN00318,2025-02-17,Nakuru,Groceries,According,17,,20,56174.53,713,,retail
TXN00319,2024-03-14,Eldoret,fashion,Each,,,0,93774.91,,ABC Ltd,VIP
TXN00320,2025-01-19,Nairobi,electronics,Among,,,20,9394.35,,ABC Ltd,VIP
TXN00321,2024-03-15,Mombasa,Grocery,Play,,2975.35,,,599,Prime Supply,VIP
,2025-03-01,Kisumu,Electronics,Billion,46,,5,39397.21,983,XYZ Traders,Wholesale
,2024-09-28,Nairobi,Electronics,Discuss,,,15,,827,Prime Supply,Wholesale
TXN00324,2025-03-12,Nakuru,Grocery,Hold,,,N/A,4014.28,242,ABC Ltd,Retail
TXN00325,2024-11-15,Mombasa,Groceries,Treat,,,,62247.59,,,Retail
TXN00326,2024-11-06,Nakuru,Grocery,Theory,,,20,,,,VIP
TXN00327,2024-12-06,Eldoret,Fashion,Green,30,,N/A,30673.82,846,ABC Ltd,retail
,2025-09-01,Kisumu,Electronics,Into,,,5,,,ABC Ltd,VIP
,2025-04-30,Eldoret,Fashion,Property,1,1774.15,20,22239.83,733,Prime Supply,Retail
,2024-12-06,Eldoret,fashion,Card,,,20,33298.45,957,,Retail
TXN00331,2024-06-09,Nakuru,Groceries,Property,,,10,23809.88,,XYZ Traders,Wholesale
TXN00332,2024-09-04,Mombasa,electronics,Figure,,,,,126,,Wholesale
TXN00333,2025-05-12,Nairobi,Groceries,During,26,,N/A,,,Prime Supply,Wholesale
TXN00334,2025-01-12,Mombasa,Groceries,Present,,,10,,616,,VIP
,2025-01-19,Mombasa,Grocery,View,47,,10,51702.85,,Prime Supply,Wholesale
TXN00336,2024-10-22,Kisumu,Home,It,,1578.97,20,17284.64,488,Prime Supply,VIP
TXN00337,2025-04-04,Eldoret,electronics,Tonight,,4807.6,N/A,,119,,Wholesale
TXN00338,2024-08-29,Kisumu,Fashion,Skill,13,,N/A,47013.59,,XYZ Traders,VIP
,2024-10-13,Nakuru,Fashion,Everybody,9,2727.83,15,,,,Retail
TXN00340,2025-12-25,Eldoret,fashion,Pull,43,,5,859.12,,Prime Supply,VIP
TXN00341,2025-07-15,Nairobi,Electronics,Single,,3497.3,10,,779,,Wholesale
TXN00342,2025-08-02,Nairobi,fashion,Choice,,3931.92,20,2541.51,892,,Wholesale
TXN00343,2025-02-02,Mombasa,Fashion,Who,9,3442.92,0,,217,Prime Supply,VIP
,2024-04-25,Nairobi,Groceries,Reveal,23,,N/A,,,ABC Ltd,Wholesale
TXN00345,2025-08-25,Eldoret,electronics,Tax,13,,5,,,XYZ Traders,VIP
,2024-12-14,Eldoret,Grocery,Blue,,,10,36096.52,948,,VIP
TXN00347,2025-04-12,Nakuru,electronics,Across,44,,N/A,,,ABC Ltd,Retail
TXN00348,2025-10-29,Mombasa,Fashion,Song,,3932.98,20,,,,Retail
TXN00349,2024-08-11,Kisumu,fashion,Weight,6,,10,93855.72,,,retail
TXN00350,2024-04-16,Eldoret,Grocery,However,,,20,57811.07,733,Prime Supply,Retail
TXN00351,2024-10-24,Nakuru,Groceries,Break,7,,N/A,46792.22,,,Wholesale
TXN00352,2025-01-27,Mombasa,Grocery,Trip,,1625.87,,,,Prime Supply,Wholesale
TXN00353,2024-09-20,Mombasa,Groceries,Several,,,20,,,Prime Supply,Retail
TXN00354,2024-05-07,Nakuru,Home,Response,,2075.83,10,66918.91,,ABC Ltd,Wholesale
,2025-05-28,Kisumu,Groceries,Day,5,177.4,,60611.78,,Prime Supply,VIP
TXN00356,2025-02-28,Mombasa,Electronics,Never,,,15,,731,,Retail
TXN00357,2025-10-17,Kisumu,electronics,Pick,9,,5,49013.37,,Prime Supply,Wholesale
TXN00358,2025-11-28,Nakuru,Electronics,Goal,35,4810.04,N/A,40602.31,,XYZ Traders,retail
TXN00359,2024-09-11,Nairobi,Home,Art,37,,0,,840,Prime Supply,Wholesale
,2024-05-15,Kisumu,Fashion,Visit,,,0,97626.92,741,Prime Supply,Wholesale
,2025-10-11,Eldoret,Home,Treatment,,,10,,662,XYZ Traders,Wholesale
,2024-12-17,Nakuru,Fashion,Authority,47,3991.1,5,,716,XYZ Traders,Retail
TXN00363,2025-08-11,Kisumu,Grocery,Certainly,,,10,72807.29,,ABC Ltd,Wholesale
,2025-09-13,Nakuru,electronics,Team,43,,0,,298,Prime Supply,Wholesale
TXN00365,2025-04-03,Nakuru,fashion,Think,,,20,,,Prime Supply,Retail
TXN00366,2025-12-19,Kisumu,Groceries,Civil,,,10,,80,XYZ Traders,retail
TXN00367,2025-02-07,Eldoret,Groceries,Customer,33,1711.63,20,,460,,Wholesale
TXN00368,2025-02-01,Mombasa,Home,Serious,29,,5,93430.84,944,,Retail
TXN00369,2025-08-29,Nairobi,electronics,Third,,551.2,N/A,54782.95,,ABC Ltd,retail
TXN00370,2024-07-04,Nairobi,Electronics,Professional,42,,N/A,,832,ABC Ltd,retail
TXN00371,2024-08-24,Eldoret,Fashion,Direction,,1707.47,,,713,ABC Ltd,Wholesale
TXN00372,2024-08-06,Kisumu,Electronics,Indicate,10,,20,14719.96,161,ABC Ltd,retail
TXN00373,2024-02-04,Nairobi,Home,Foreign,30,,0,73899,,,Wholesale
TXN00374,2025-02-05,Nakuru,electronics,Important,,2960.32,20,84449.4,933,ABC Ltd,Retail
,2024-11-12,Mombasa,Groceries,Note,,,,,988,XYZ Traders,retail
TXN00376,2024-11-12,Nairobi,Electronics,Perhaps,,,N/A,60367.31,163,,Wholesale
TXN00377,2025-01-25,Kisumu,Grocery,Home,,,10,40467.36,,,VIP
TXN00378,2025-11-13,Eldoret,Grocery,Hour,13,3362.44,20,9188.78,,XYZ Traders,Retail
TXN00379,2025-07-17,Mombasa,Fashion,Save,,3643.8,20,52711.99,,XYZ Traders,retail
TXN00380,2024-02-20,Kisumu,Groceries,Blood,,4821.18,N/A,,672,XYZ Traders,Retail
TXN00381,2024-12-16,Mombasa,Groceries,Perform,17,,0,,867,Prime Supply,Wholesale
TXN00382,2025-04-26,Nakuru,Fashion,Under,,,N/A,99245.79,,,Wholesale
TXN00383,2024-06-19,Nairobi,fashion,Minute,,,10,12510.82,,,Retail
TXN00384,2024-08-28,Nakuru,Groceries,Let,,2710.22,0,85581.39,,,retail
,2024-02-29,Kisumu,Fashion,Sometimes,,,0,1909.61,362,ABC Ltd,retail
TXN00386,2024-06-21,Mombasa,Groceries,Firm,,3373.29,10,,785,Prime Supply,Wholesale
TXN00387,2025-10-31,Nairobi,electronics,Often,,,N/A,34170.42,765,ABC Ltd,Wholesale
TXN00388,2024-12-07,Nakuru,fashion,Land,,4864.79,0,95493.17,464,Prime Supply,retail
TXN00389,2025-11-15,Eldoret,Fashion,Whose,24,,15,64255.48,472,,Retail
TXN00390,2025-06-02,Mombasa,fashion,Level,33,,N/A,,,Prime Supply,Retail
,2025-04-17,Kisumu,fashion,Thus,,,20,,,,Retail
TXN00392,2024-04-01,Nairobi,Grocery,Seem,,,,18737.57,,XYZ Traders,Wholesale
TXN00393,2024-09-09,Mombasa,fashion,Recently,4,,10,,,,retail
TXN00394,2024-04-27,Nairobi,Home,Notice,11,4474.22,10,,,,Retail
TXN00395,2024-09-20,Kisumu,Fashion,Design,28,2964.57,5,93662.95,,,Wholesale
TXN00396,2024-09-12,Mombasa,Grocery,Anything,,,10,,,XYZ Traders,Retail
TXN00397,2024-04-19,Mombasa,Grocery,Result,,,5,45912.17,,,VIP
,2025-08-03,Mombasa,Home,Authority,20,150.55,0,64326.53,747,,Wholesale
TXN00399,2025-03-26,Kisumu,electronics,Write,,,N/A,,871,XYZ Traders,retail
,2025-05-01,Nairobi,Grocery,Affect,48,,,,,,retail
TXN00401,2025-01-14,Kisumu,Home,Three,39,313.29,15,72703.74,,XYZ Traders,VIP
TXN00402,2025-12-17,Mombasa,Electronics,Thought,42,,,45262.25,,,VIP
,2024-11-05,Eldoret,Fashion,Beyond,38,,,70261.86,211,,Wholesale
TXN00404,2025-11-19,Kisumu,Home,Throughout,42,,N/A,,,Prime Supply,retail
TXN00405,2025-12-29,Kisumu,Fashion,Rest,39,3147.87,15,,,ABC Ltd,retail
TXN00406,2024-07-06,Mombasa,Home,Seem,28,1157.23,5,,,XYZ Traders,Retail
,2025-01-27,Nairobi,Home,Relationship,,,0,68538.52,116,Prime Supply,Wholesale
TXN00408,2025-01-22,Nakuru,electronics,Learn,,,N/A,,,,Retail
TXN00409,2025-10-30,Mombasa,Home,Dog,20,2249.12,,,,,Retail
TXN00410,2025-04-22,Nakuru,Fashion,Campaign,,,,,761,ABC Ltd,VIP
TXN00411,2025-10-07,Kisumu,Electronics,Mention,9,,15,20184.02,96,ABC Ltd,Wholesale
,2025-03-08,Nairobi,Home,Nice,25,,5,3060.29,,,Wholesale
,2024-04-15,Nairobi,Groceries,Tough,,,5,22245.87,,,Wholesale
,2024-01-16,Mombasa,Groceries,Black,20,,20,,,Prime Supply,retail
,2024-07-11,Nakuru,electronics,Floor,14,,N/A,,,,VIP
,2024-11-09,Kisumu,Home,Their,,1179.98,10,55488.22,,XYZ Traders,VIP
TXN00417,2025-11-15,Mombasa,fashion,Well,49,,0,93663.7,993,XYZ Traders,Wholesale
,2025-05-07,Kisumu,electronics,Become,35,,15,,,ABC Ltd,Wholesale
TXN00419,2025-06-10,Eldoret,Groceries,Senior,,,N/A,,,,Retail
TXN00420,2025-08-12,Nakuru,electronics,Everyone,,,5,,360,XYZ Traders,Retail
,2025-06-23,Kisumu,Home,Stuff,,998.4,0,14540.22,,Prime Supply,VIP
TXN00422,2024-05-07,Mombasa,Groceries,Allow,50,,,15042.75,,,Wholesale
,2024-03-28,Nakuru,Grocery,North,,3056.19,20,,,,retail
TXN00424,2025-07-21,Eldoret,fashion,Own,,,15,,610,ABC Ltd,Wholesale
TXN00425,2024-08-22,Nakuru,Fashion,Stage,29,,5,84175.47,,,Wholesale
,2024-05-25,Mombasa,Groceries,Into,8,,15,25003.53,,,Retail
TXN00427,2024-10-15,Mombasa,Home,Science,38,642.53,10,49110.7,,,retail
TXN00428,2025-02-11,Nakuru,fashion,Break,,,10,,229,,retail
TXN00429,2025-08-22,Kisumu,fashion,Program,,,0,,660,,Retail
,2024-04-24,Eldoret,electronics,Process,,4037.48,N/A,,,,Wholesale
TXN00431,2024-10-02,Kisumu,Fashion,Language,34,2901.19,15,88928.76,,XYZ Traders,retail
TXN00432,2024-09-11,Eldoret,Electronics,Inside,,,0,84466.03,,XYZ Traders,Retail
TXN00433,2025-08-22,Kisumu,Grocery,Executive,,1919.49,15,14244.99,,ABC Ltd,VIP
TXN00434,2025-03-10,Eldoret,Electronics,Own,,,10,20444.41,761,,Wholesale
TXN00435,2025-11-15,Nakuru,fashion,Protect,36,,0,55542.15,281,Prime Supply,VIP
,2025-05-26,Eldoret,Fashion,Adult,38,,15,,606,XYZ Traders,retail
,2024-05-20,Nairobi,Home,Deep,1,,20,,894,,retail
,2024-06-08,Nakuru,fashion,Song,,,,94915.4,,XYZ Traders,retail
TXN00439,2025-07-24,Mombasa,Home,Senior,,,15,99245.63,655,,Retail
TXN00440,2024-04-02,Eldoret,Groceries,People,24,,5,28885.18,207,,Wholesale
,2024-11-09,Mombasa,Electronics,Single,24,,10,,594,,Retail
,2024-09-28,Nairobi,Electronics,Gas,,,5,,,,Retail
TXN00443,2024-12-14,Kisumu,Groceries,House,,1240.5,10,,718,,VIP
,2024-02-20,Mombasa,Grocery,For,1,,10,,22,,Wholesale
,2024-09-29,Mombasa,fashion,Section,,3546.07,15,91532.1,,ABC Ltd,Wholesale
TXN00446,2024-12-26,Mombasa,fashion,Soon,,,5,,463,ABC Ltd,Wholesale
TXN00447,2025-07-24,Kisumu,Electronics,Enjoy,,4514.73,5,66790.79,,,Wholesale
,2025-10-06,Mombasa,Grocery,Drive,40,,15,,,Prime Supply,retail
,2024-03-12,Eldoret,Fashion,Place,,,20,,241,Prime Supply,Retail
,2025-12-13,Kisumu,electronics,Story,4,1229.05,,38597.82,179,XYZ Traders,VIP
TXN00451,2025-08-25,Nakuru,fashion,Look,,,20,,,,retail
TXN00452,2024-04-23,Nairobi,Electronics,History,,658.99,10,,474,XYZ Traders,Wholesale
,2024-11-28,Nairobi,Groceries,Tough,,,,,,,Wholesale
TXN00454,2024-07-22,Nairobi,Groceries,Challenge,,4912.54,N/A,13096.42,,,Wholesale
,2025-03-08,Kisumu,fashion,Board,,,10,,950,XYZ Traders,retail
TXN00456,2025-02-24,Mombasa,Groceries,Surface,,,,,,,Retail
TXN00457,2024-07-04,Mombasa,Home,Cultural,1,3569.39,15,,188,ABC Ltd,Wholesale
TXN00458,2024-01-26,Kisumu,Fashion,Worker,,,,,,Prime Supply,Retail
,2024-10-22,Nairobi,fashion,Involve,,3894.52,,71411.7,271,,Wholesale
TXN00460,2024-05-28,Mombasa,electronics,Production,,,5,43574.82,829,XYZ Traders,Wholesale
TXN00461,2024-05-03,Kisumu,Grocery,Management,2,,5,,696,,retail
,2025-02-28,Kisumu,electronics,Eat,1,,0,24837.95,,Prime Supply,retail
TXN00463,2024-08-18,Nairobi,Electronics,Threat,39,,15,,,,retail
TXN00464,2025-03-12,Eldoret,Grocery,With,,,5,,,XYZ Traders,Retail
TXN00465,2024-10-13,Nakuru,electronics,Eye,11,,15,,,,VIP
TXN00466,2024-06-13,Kisumu,Home,Society,,235.03,,29822.36,756,XYZ Traders,retail
TXN00467,2025-07-18,Kisumu,electronics,Drop,,3382.22,5,,,,Wholesale
TXN00468,2024-08-23,Mombasa,Groceries,Parent,,,N/A,5447.16,,,retail
TXN00469,2025-03-06,Mombasa,electronics,Current,,,0,,188,ABC Ltd,VIP
TXN00470,2024-04-07,Nakuru,Grocery,New,41,3353.54,15,36280.08,,,retail
TXN00471,2024-12-17,Mombasa,electronics,Evidence,,,15,,249,,retail
TXN00472,2025-12-08,Nairobi,electronics,Respond,17,730.51,5,,,,Wholesale
TXN00473,2024-05-17,Nakuru,Electronics,Consumer,12,,,,350,ABC Ltd,Wholesale
TXN00474,2024-12-11,Nairobi,Fashion,I,,,5,,263,Prime Supply,Retail
TXN00475,2025-06-24,Nakuru,Fashion,Produce,2,4329.43,10,3677.95,,ABC Ltd,VIP
TXN00476,2024-12-19,Nairobi,Grocery,Whole,42,,20,30591.81,478,XYZ Traders,VIP
TXN00477,2025-09-30,Eldoret,Grocery,Must,6,,10,22807.87,151,,Retail
TXN00478,2025-08-22,Eldoret,Fashion,Open,,,0,,,ABC Ltd,retail
,2025-06-28,Mombasa,Home,Agent,,2232.7,N/A,,,XYZ Traders,Retail
TXN00480,2025-10-17,Nairobi,Home,Read,,3248.48,10,,,,Retail
,2024-11-23,Eldoret,Fashion,Prepare,,,,42253.95,435,,retail
TXN00482,2025-03-18,Nairobi,Groceries,Research,11,,0,,,Prime Supply,Wholesale
,2025-03-04,Eldoret,Groceries,Standard,11,,N/A,,560,,VIP
TXN00484,2024-02-10,Nakuru,Groceries,Religious,48,,5,80700.17,153,,Wholesale
TXN00485,2024-05-15,Nairobi,Home,Song,,2473.16,N/A,13084.99,,ABC Ltd,Retail
,2025-04-11,Nakuru,Home,Culture,,,5,12486.67,584,Prime Supply,retail
,2025-02-05,Nairobi,Home,Require,,,15,,,,Wholesale
TXN00488,2024-06-20,Kisumu,Home,Amount,32,401.62,10,,,ABC Ltd,Wholesale
,2025-07-31,Kisumu,fashion,From,28,2735.92,10,28947.37,331,,Retail
TXN00490,2025-12-19,Nairobi,Home,Attention,36,,0,,,ABC Ltd,VIP
TXN00491,2024-12-30,Mombasa,fashion,Suddenly,,,0,98888.83,125,Prime Supply,Retail
,2025-11-15,Mombasa,Home,Among,10,,,94567.42,,,retail
TXN00493,2024-03-22,Kisumu,Home,Couple,25,,10,8254.65,969,XYZ Traders,retail
TXN00494,2025-08-30,Eldoret,electronics,Likely,24,3494.21,5,,,,Retail
TXN00495,2025-07-24,Eldoret,electronics,Writer,20,,10,15326.67,597,ABC Ltd,retail
TXN00496,2025-09-30,Kisumu,Groceries,Time,,,N/A,,542,Prime Supply,VIP
TXN00497,2024-04-12,Kisumu,Fashion,Sort,36,,,78951.27,133,ABC Ltd,Retail
,2024-02-27,Eldoret,fashion,Event,32,,0,71153.85,,Prime Supply,retail
TXN00499,2024-05-26,Mombasa,Groceries,Career,16,138.13,N/A,48470.18,372,,VIP
TXN00500,2024-01-30,Kisumu,Groceries,Response,,,5,,,ABC Ltd,VIP
TXN00501,2025-10-26,Kisumu,fashion,Much,50,,0,14767.16,,Prime Supply,Retail
TXN00502,2024-09-23,Nairobi,electronics,Condition,47,4074.99,15,,112,XYZ Traders,Wholesale
TXN00503,2024-07-31,Kisumu,fashion,Take,44,972.94,5,,,XYZ Traders,Retail
TXN00504,2025-02-01,Nakuru,fashion,Simply,,,20,21856.81,596,ABC Ltd,retail
,2025-08-17,Nakuru,Grocery,Conference,,1584.86,N/A,89993.63,291,,VIP
TXN00506,2025-06-20,Kisumu,Fashion,Become,18,3243.58,10,23267.96,,,Retail
,2025-12-21,Nakuru,fashion,Provide,34,,N/A,,,,VIP
TXN00508,2024-02-11,Mombasa,fashion,Work,9,554.77,20,,,XYZ Traders,Wholesale
TXN00509,2024-01-09,Nakuru,fashion,Under,,,10,,734,Prime Supply,Retail
,2024-11-28,Nakuru,Electronics,Necessary,18,3027.18,10,50354.49,,ABC Ltd,Wholesale
,2025-08-14,Eldoret,Electronics,Well,,,20,10895.09,,,Wholesale
,2024-05-27,Eldoret,Home,Provide,,,N/A,85451.62,,,Retail
TXN00513,2025-03-23,Mombasa,electronics,Place,,,20,,,,retail
,2024-07-24,Nakuru,Groceries,Up,40,,5,1207.04,,ABC Ltd,Retail
TXN00515,2025-10-22,Nairobi,fashion,Country,,,N/A,9004.3,,,VIP
TXN00516,2024-11-21,Mombasa,fashion,Certainly,3,2237.84,,,987,Prime Supply,retail
TXN00517,2024-03-13,Nairobi,Groceries,Take,9,,,,,Prime Supply,Wholesale
TXN00518,2024-06-05,Mombasa,Grocery,Room,,,N/A,,457,XYZ Traders,VIP
,2025-01-21,Nakuru,Fashion,Western,32,,N/A,,351,ABC Ltd,retail
,2024-12-10,Nairobi,Home,Business,,,20,49230.95,,XYZ Traders,VIP
TXN00521,2024-01-24,Kisumu,Fashion,Over,,2936.85,5,61675.21,,ABC Ltd,Wholesale
,2025-07-03,Mombasa,fashion,Lose,27,,10,,,,Retail
TXN00523,2025-12-09,Nairobi,Electronics,Once,38,4232.41,0,,,Prime Supply,Wholesale
,2025-02-07,Nairobi,Electronics,While,11,,10,,331,Prime Supply,retail
TXN00525,2025-11-06,Eldoret,Groceries,Inside,13,,20,,,,VIP
TXN00526,2024-02-16,Nakuru,electronics,Agency,,3200.43,N/A,,617,XYZ Traders,Retail
TXN00527,2025-08-26,Kisumu,Grocery,Both,,,15,,,Prime Supply,retail
TXN00528,2024-03-28,Nakuru,fashion,Garden,,,15,,,XYZ Traders,retail
TXN00529,2024-12-19,Nakuru,Groceries,Recently,13,675.73,N/A,,437,Prime Supply,Wholesale
,2024-06-07,Nairobi,fashion,People,,1690.4,15,,,ABC Ltd,Wholesale
,2025-09-06,Eldoret,Home,These,35,63.32,15,62407.4,363,ABC Ltd,Wholesale
TXN00532,2024-02-01,Mombasa,Home,Box,,,20,,71,ABC Ltd,VIP
TXN00533,2025-06-28,Nairobi,Home,Option,,3334.91,0,17585.17,89,,Wholesale
TXN00534,2025-01-11,Kisumu,electronics,Degree,,3724.93,5,,341,Prime Supply,Wholesale
TXN00535,2024-10-29,Eldoret,fashion,Might,,,5,,342,,retail
TXN00536,2024-05-30,Nairobi,Grocery,Eye,,,15,32303.04,,,retail
TXN00537,2024-03-05,Eldoret,electronics,Four,,,0,,,Prime Supply,Retail
TXN00538,2025-01-28,Nakuru,Fashion,Keep,2,499.08,20,,774,XYZ Traders,Retail
TXN00539,2025-03-12,Mombasa,Groceries,Speech,23,,10,,685,Prime Supply,retail
TXN00540,2024-07-12,Eldoret,Grocery,Since,,3565.92,10,75118.46,305,XYZ Traders,Retail
,2025-10-30,Kisumu,electronics,Moment,,3534.78,15,,325,,Retail
TXN00542,2025-04-01,Mombasa,Groceries,Information,,,,,215,,Wholesale
,2025-12-15,Nakuru,fashion,Field,,,10,18573.44,69,Prime Supply,VIP
TXN00544,2024-04-09,Kisumu,fashion,Huge,9,,5,,47,Prime Supply,retail
TXN00545,2025-11-28,Nakuru,electronics,Cell,36,,,39944.13,,,Wholesale
TXN00546,2024-10-05,Kisumu,Groceries,Together,36,1745.65,15,96113.08,665,,Retail
TXN00547,2025-05-17,Kisumu,Electronics,Occur,,,0,,,Prime Supply,Retail
TXN00548,2024-09-13,Mombasa,fashion,Water,1,,5,,424,,VIP
TXN00549,2025-12-07,Nairobi,Fashion,Generation,12,2016.19,10,,,XYZ Traders,Wholesale
TXN00550,2024-03-02,Mombasa,Grocery,Show,,,5,48879.73,783,,VIP
TXN00551,2024-04-08,Nairobi,fashion,Him,,4673.66,0,,360,,Retail
TXN00552,2024-09-25,Eldoret,Home,How,,,0,18422.76,,,VIP
,2025-10-06,Nairobi,electronics,Window,,2410.43,N/A,,443,Prime Supply,Wholesale
,2024-12-12,Eldoret,Home,Man,18,,15,77619.28,,,Wholesale
,2025-04-22,Mombasa,electronics,Go,25,,10,15486.32,,,VIP
TXN00556,2025-12-22,Kisumu,Electronics,Player,23,,20,,59,,retail
TXN00557,2025-07-29,Nakuru,Fashion,Audience,11,,10,,520,Prime Supply,VIP
TXN00558,2024-02-27,Eldoret,Fashion,This,4,,0,,541,XYZ Traders,Retail
TXN00559,2025-02-28,Eldoret,Grocery,Suggest,43,600.21,,31800.5,,,Wholesale
,2024-06-20,Eldoret,Home,Such,,3671.88,,,212,ABC Ltd,VIP
TXN00561,2025-01-07,Mombasa,Electronics,Method,41,,20,61513.68,,ABC Ltd,VIP
,2024-09-27,Kisumu,Electronics,Something,,,0,68006.67,284,,Wholesale
,2025-06-23,Nakuru,Groceries,Difficult,3,,,54883.8,263,Prime Supply,Retail
TXN00564,2025-11-02,Mombasa,Electronics,Public,25,4820.84,15,,667,Prime Supply,Retail
TXN00565,2024-03-23,Nakuru,electronics,Effort,,4085.81,15,,,Prime Supply,Wholesale
TXN00566,2025-07-14,Mombasa,Fashion,Reveal,,,10,54093.14,,ABC Ltd,VIP
,2024-03-17,Nairobi,electronics,Already,,,5,29568.87,875,XYZ Traders,retail
TXN00568,2025-09-27,Mombasa,fashion,Evening,,,10,,,Prime Supply,Retail
,2024-08-07,Nairobi,electronics,Director,,3293.47,10,61238.78,,ABC Ltd,Retail
TXN00570,2025-02-18,Nakuru,fashion,Decide,,,N/A,,31,,Wholesale
TXN00571,2025-11-06,Eldoret,Fashion,Window,,,20,10490.12,341,,Retail
TXN00572,2025-04-05,Mombasa,Electronics,Hope,25,,20,88012.44,121,,VIP
TXN00573,2024-08-09,Kisumu,Fashion,Commercial,30,904.85,20,16354.66,334,ABC Ltd,VIP
,2025-04-01,Nairobi,Grocery,Ball,32,,N/A,,552,XYZ Traders,Wholesale
,2025-10-06,Eldoret,Fashion,Others,,304.87,5,36684.32,385,,Retail
,2024-10-10,Nairobi,fashion,Answer,15,,20,,,Prime Supply,retail
TXN00577,2025-11-05,Nakuru,Grocery,Go,,,,64676.15,,XYZ Traders,Retail
TXN00578,2025-12-06,Kisumu,Electronics,Last,,,,50527.06,,Prime Supply,VIP
TXN00579,2024-03-23,Nairobi,Grocery,Computer,,,,,,,retail
,2024-04-23,Mombasa,Home,Attorney,45,1159.2,,557.46,253,Prime Supply,Wholesale
,2025-04-06,Eldoret,Fashion,Alone,,,,,681,Prime Supply,VIP
,2024-05-20,Eldoret,electronics,Fish,,360.9,,85793.33,,,VIP
TXN00583,2024-04-14,Eldoret,fashion,Model,,,N/A,,695,ABC Ltd,Wholesale
TXN00584,2024-07-08,Mombasa,Grocery,Miss,,1944.27,,,260,XYZ Traders,Retail
,2024-04-30,Nairobi,Electronics,Camera,,,10,,,Prime Supply,Retail
TXN00586,2025-07-12,Nairobi,Electronics,Blood,4,,5,,190,ABC Ltd,Retail
TXN00587,2025-12-10,Kisumu,Fashion,Imagine,13,,,13532.61,,XYZ Traders,retail
,2024-07-12,Kisumu,Home,Even,35,,N/A,12464.03,,ABC Ltd,retail
,2024-11-19,Eldoret,Grocery,Successful,,2507.39,5,50090.86,400,,retail
,2024-08-25,Eldoret,Groceries,Eat,46,,10,62478.28,,,Wholesale
TXN00591,2025-10-23,Nairobi,Grocery,Conference,10,,,,,,Wholesale
,2025-11-17,Mombasa,Groceries,Put,,2616.93,15,,767,Prime Supply,retail
TXN00593,2025-01-08,Eldoret,Home,For,,,10,84887.24,,,Retail
TXN00594,2024-04-10,Kisumu,Groceries,Money,9,,15,64465.95,,,retail
,2024-11-09,Nakuru,Grocery,Ten,34,,0,,,,Retail
TXN00596,2025-01-09,Nakuru,electronics,Open,,,15,59815.57,727,Prime Supply,VIP
,2025-10-28,Mombasa,fashion,Various,15,3797.52,,41726.02,,,retail
TXN00598,2024-10-09,Kisumu,fashion,Sea,23,1736.59,5,80252.44,693,,Wholesale
,2025-04-19,Eldoret,fashion,After,,,15,98813.5,,ABC Ltd,VIP
TXN00600,2025-02-25,Mombasa,Home,Rather,31,,15,61671.49,,,Retail
TXN00601,2025-02-01,Kisumu,Electronics,Painting,,,N/A,,,,Wholesale
,2024-09-03,Kisumu,fashion,Matter,49,4185.94,0,,,,retail
TXN00603,2024-04-24,Mombasa,Fashion,Computer,,333.3,0,66817.62,,,retail
,2025-08-29,Kisumu,fashion,Phone,,,N/A,,,,retail
TXN00605,2024-03-07,Nairobi,Fashion,War,13,,N/A,,,,VIP
TXN00606,2024-01-13,Mombasa,Electronics,Baby,,,,71343.48,907,,Wholesale
TXN00607,2024-03-19,Eldoret,Electronics,Risk,15,2255.65,20,,386,XYZ Traders,retail
TXN00608,2024-04-26,Kisumu,Electronics,Because,43,,N/A,,555,XYZ Traders,VIP
TXN00609,2024-07-30,Nairobi,fashion,Morning,,,,,808,XYZ Traders,VIP
TXN00610,2025-10-30,Eldoret,Electronics,Behind,,2311.43,5,,,,Wholesale
TXN00611,2025-12-09,Nakuru,Grocery,Finish,14,1613.78,,83074.03,,Prime Supply,Retail
,2025-06-06,Nakuru,Electronics,Leg,,,20,,,,Retail
TXN00613,2024-09-20,Kisumu,Grocery,Skin,17,,15,,462,,retail
TXN00614,2024-05-07,Nakuru,Groceries,Then,10,1794.71,15,98267.43,,XYZ Traders,VIP
TXN00615,2025-04-08,Eldoret,Home,Scientist,,,,,149,Prime Supply,Wholesale
TXN00616,2024-12-11,Mombasa,Home,Exactly,16,2304.64,,,726,ABC Ltd,Wholesale
